x,y,spreed,lobo,time
-6,8,1,17,120
22,11,1,20,120
-11,-20,1,28,120
-7,4,1,23,120
16,9,1,16,120
-12,-4,1,18,120
-2,5,1,24,120
11,21,1,26,120
13,-18,1,5,120
12,-21,1,9,120
14,-22,1,13,120
8,-22,1,14,120
18,-22,1,2,120
18,-22,1,3,120
4,-24,1,4,120
12,-20,1,12,120
12,-23,1,8,120
11,-23,1,6,120
15,-22,1,10,120
15,-22,1,7,120
14,-25,1,11,120
12,-24,1,1,120
23,-22,1,0,121
3,-7,1,22,121
6,1,1,25,121
2,-10,1,15,121
-10,7,1,19,121
13,22,1,27,121
22,10,1,20,121
-6,4,1,23,121
-7,8,1,17,121
11,-15,1,21,121
12,21,1,26,121
-13,-5,1,18,121
8,19,1,29,121
-3,5,1,24,121
17,9,1,16,121
-10,-20,1,28,121
14,-18,1,5,121
12,-22,1,6,121
13,-20,1,12,121
15,-22,1,13,121
12,-23,1,1,121
16,-22,1,10,121
13,-23,1,8,121
9,-22,1,14,121
19,-22,1,3,121
5,-23,1,4,121
16,-22,1,7,121
14,-24,1,11,121
13,-21,1,9,121
19,-22,1,2,121
22,-21,1,0,122
11,20,1,26,122
-10,-19,1,28,122
-8,7,1,17,122
2,-7,1,22,122
12,23,1,27,122
-11,8,1,19,122
-3,6,1,24,122
-13,-6,1,18,122
-5,5,1,23,122
8,20,1,29,122
22,9,1,20,122
10,-15,1,21,122
18,9,1,16,122
7,2,1,25,122
2,-9,1,15,122
10,-22,1,14,122
15,-24,1,11,122
20,-21,1,2,122
16,-22,1,13,122
14,-23,1,8,122
13,-22,1,6,122
14,-21,1,9,122
14,-20,1,12,122
20,-22,1,3,122
15,-19,1,5,122
17,-22,1,10,122
13,-23,1,1,122
17,-22,1,7,122
6,-23,1,4,122
22,-20,1,0,123
-4,6,1,23,123
3,-9,1,15,123
2,-6,1,22,123
-9,-18,1,28,123
-3,7,1,24,123
-8,6,1,17,123
-14,-7,1,18,123
8,21,1,29,123
19,9,1,16,123
11,19,1,26,123
8,3,1,25,123
10,-14,1,21,123
21,8,1,20,123
13,24,1,27,123
-12,8,1,19,123
15,-20,1,12,123
21,-21,1,2,123
17,-22,1,13,123
15,-22,1,8,123
7,-23,1,4,123
14,-22,1,6,123
18,-22,1,7,123
14,-23,1,1,123
16,-24,1,11,123
16,-19,1,5,123
15,-21,1,9,123
11,-21,1,14,123
21,-22,1,3,123
18,-21,1,10,123
22,-19,1,0,124
21,7,1,20,124
12,24,1,27,124
11,18,1,26,124
10,-13,1,21,124
-14,-8,1,18,124
9,21,1,29,124
9,3,1,25,124
-9,-17,1,28,124
-4,8,1,24,124
4,-8,1,15,124
-8,5,1,17,124
-4,7,1,23,124
-13,9,1,19,124
2,-5,1,22,124
20,9,1,16,124
19,-23,1,7,124
11,-20,1,14,124
15,-22,1,6,124
18,-22,1,13,124
17,-20,1,5,124
17,-23,1,11,124
16,-22,1,8,124
15,-24,1,1,124
22,-22,1,2,124
8,-23,1,4,124
15,-20,1,9,124
22,-21,1,3,124
19,-21,1,10,124
16,-19,1,12,124
23,-18,1,0,125
-4,9,1,24,125
10,-12,1,21,125
9,4,1,25,125
10,22,1,29,125
4,-7,1,15,125
-8,4,1,17,125
-13,10,1,19,125
11,25,1,27,125
-9,-16,1,28,125
21,8,1,16,125
20,6,1,20,125
-4,8,1,23,125
10,17,1,26,125
-14,-9,1,18,125
3,-4,1,22,125
23,-21,1,2,125
22,-22,1,3,125
9,-23,1,4,125
16,-20,1,12,125
15,-21,1,6,125
16,-19,1,9,125
17,-21,1,8,125
19,-22,1,7,125
17,-21,1,5,125
20,-21,1,10,125
19,-22,1,13,125
12,-20,1,14,125
16,-23,1,1,125
18,-22,1,11,125
23,-17,1,0,126
-13,11,1,19,126
9,17,1,26,126
20,5,1,20,126
5,-6,1,15,126
-8,-15,1,28,126
-8,3,1,17,126
10,5,1,25,126
22,8,1,16,126
10,-11,1,21,126
12,24,1,27,126
-4,10,1,24,126
3,-3,1,22,126
-14,-10,1,18,126
10,23,1,29,126
-4,9,1,23,126
10,-23,1,4,126
17,-22,1,5,126
21,-23,1,3,126
24,-21,1,2,126
17,-20,1,12,126
18,-22,1,11,126
17,-19,1,9,126
20,-23,1,13,126
13,-20,1,14,126
17,-23,1,1,126
19,-21,1,7,126
16,-21,1,6,126
17,-20,1,8,126
21,-21,1,10,126
24,-17,1,0,127
-4,11,1,24,127
11,24,1,29,127
-7,-15,1,28,127
20,4,1,20,127
-13,12,1,19,127
11,5,1,25,127
13,24,1,27,127
23,8,1,16,127
9,16,1,26,127
-9,2,1,17,127
9,-10,1,21,127
-14,-11,1,18,127
4,-2,1,22,127
5,-5,1,15,127
-5,10,1,23,127
20,-23,1,3,127
19,-21,1,11,127
11,-23,1,4,127
19,-20,1,7,127
18,-22,1,1,127
14,-19,1,14,127
18,-20,1,8,127
16,-20,1,6,127
25,-21,1,2,127
21,-23,1,13,127
18,-23,1,5,127
22,-21,1,10,127
18,-21,1,12,127
18,-18,1,9,127
25,-16,1,0,128
-4,11,1,23,128
20,3,1,20,128
14,24,1,27,128
8,-10,1,21,128
-14,-12,1,18,128
10,15,1,26,128
-4,12,1,24,128
24,8,1,16,128
3,-1,1,22,128
6,-4,1,15,128
-6,-15,1,28,128
12,5,1,25,128
12,24,1,29,128
-13,13,1,19,128
-9,1,1,17,128
22,-24,1,13,128
15,-19,1,14,128
19,-20,1,8,128
23,-20,1,10,128
18,-22,1,12,128
19,-19,1,7,128
17,-19,1,6,128
12,-23,1,4,128
18,-24,1,5,128
20,-24,1,3,128
19,-22,1,1,128
18,-17,1,9,128
24,-21,1,2,128
19,-20,1,11,128
24,-17,1,0,129
11,24,1,29,129
-13,14,1,19,129
-6,-16,1,28,129
-10,1,1,17,129
-15,-12,1,18,129
3,0,1,22,129
13,5,1,25,129
6,-4,1,15,129
15,24,1,27,129
19,3,1,20,129
-5,13,1,24,129
25,8,1,16,129
7,-10,1,21,129
10,14,1,26,129
-3,11,1,23,129
20,-19,1,11,129
24,-20,1,10,129
13,-23,1,4,129
20,-18,1,7,129
20,-20,1,8,129
19,-23,1,12,129
19,-24,1,3,129
19,-25,1,5,129
15,-18,1,14,129
23,-22,1,2,129
20,-21,1,1,129
17,-18,1,6,129
19,-17,1,9,129
23,-24,1,13,129
23,-17,1,0,130
-16,-13,1,18,130
-5,-17,1,28,130
-2,12,1,23,130
7,-3,1,15,130
19,2,1,20,130
14,5,1,25,130
2,1,1,22,130
-12,14,1,19,130
6,-10,1,21,130
10,13,1,26,130
10,23,1,29,130
-5,14,1,24,130
15,25,1,27,130
-10,0,1,17,130
24,7,1,16,130
23,-23,1,13,130
18,-18,1,6,130
14,-17,1,14,130
14,-23,1,4,130
23,-21,1,2,130
19,-20,1,11,130
20,-20,1,8,130
20,-17,1,9,130
19,-19,1,7,130
19,-23,1,3,130
19,-24,1,5,130
21,-21,1,1,130
24,-19,1,10,130
19,-22,1,12,130
22,-17,1,0,131
-10,-1,1,17,131
11,12,1,26,131
10,22,1,29,131
-17,-12,1,18,131
8,-3,1,15,131
-6,15,1,24,131
-12,15,1,19,131
15,5,1,25,131
15,25,1,27,131
23,6,1,16,131
-1,12,1,23,131
18,2,1,20,131
5,-10,1,21,131
3,2,1,22,131
-5,-18,1,28,131
21,-17,1,9,131
20,-19,1,8,131
19,-20,1,7,131
19,-22,1,3,131
19,-20,1,11,131
20,-24,1,5,131
22,-21,1,1,131
19,-18,1,6,131
22,-22,1,13,131
23,-20,1,2,131
24,-18,1,10,131
13,-17,1,14,131
19,-21,1,12,131
15,-23,1,4,131
21,-17,1,0,132
-11,16,1,19,132
17,3,1,20,132
3,3,1,22,132
9,-3,1,15,132
4,-10,1,21,132
23,6,1,16,132
15,24,1,27,132
-7,15,1,24,132
15,5,1,25,132
-1,11,1,23,132
-9,-2,1,17,132
12,11,1,26,132
10,21,1,29,132
-18,-12,1,18,132
-6,-19,1,28,132
23,-19,1,2,132
19,-18,1,8,132
25,-18,1,10,132
22,-21,1,13,132
21,-23,1,5,132
19,-21,1,3,132
22,-16,1,9,132
18,-21,1,7,132
16,-22,1,4,132
23,-21,1,1,132
19,-20,1,12,132
18,-21,1,11,132
12,-17,1,14,132
20,-19,1,6,132
20,-16,1,0,133
-6,-20,1,28,133
-19,-12,1,18,133
16,3,1,20,133
4,3,1,22,133
0,11,1,23,133
10,-2,1,15,133
-7,16,1,24,133
15,23,1,27,133
11,20,1,29,133
16,4,1,25,133
-8,-2,1,17,133
22,5,1,16,133
-10,17,1,19,133
12,11,1,26,133
3,-11,1,21,133
19,-17,1,8,133
18,-22,1,11,133
24,-18,1,10,133
23,-22,1,1,133
23,-16,1,9,133
18,-22,1,7,133
11,-16,1,14,133
19,-19,1,12,133
21,-20,1,13,133
21,-18,1,6,133
17,-22,1,4,133
19,-20,1,3,133
23,-18,1,2,133
22,-22,1,5,133
19,-16,1,0,134
11,20,1,29,134
-10,17,1,19,134
-20,-12,1,18,134
2,-12,1,21,134
1,11,1,23,134
-6,-21,1,28,134
5,3,1,22,134
-7,-2,1,17,134
-6,17,1,24,134
15,4,1,20,134
14,23,1,27,134
21,5,1,16,134
11,-3,1,15,134
17,3,1,25,134
13,10,1,26,134
21,-19,1,13,134
18,-22,1,4,134
22,-18,1,6,134
24,-17,1,2,134
22,-22,1,5,134
23,-19,1,10,134
24,-16,1,9,134
18,-19,1,3,134
10,-16,1,14,134
24,-22,1,1,134
18,-23,1,7,134
18,-16,1,8,134
20,-18,1,12,134
17,-23,1,11,134
18,-17,1,0,135
-9,18,1,19,135
-7,18,1,24,135
-6,-3,1,17,135
12,19,1,29,135
13,22,1,27,135
-21,-12,1,18,135
2,11,1,23,135
20,4,1,16,135
15,5,1,20,135
2,-13,1,21,135
13,9,1,26,135
12,-3,1,15,135
17,3,1,25,135
6,3,1,22,135
-5,-22,1,28,135
24,-15,1,9,135
22,-20,1,13,135
16,-24,1,11,135
22,-19,1,10,135
22,-19,1,6,135
23,-17,1,2,135
17,-22,1,7,135
17,-16,1,8,135
11,-17,1,14,135
19,-19,1,3,135
19,-21,1,4,135
21,-21,1,5,135
23,-22,1,1,135
19,-18,1,12,135
17,-18,1,0,136
2,-14,1,21,136
14,6,1,20,136
13,8,1,26,136
13,18,1,29,136
12,-4,1,15,136
-8,18,1,19,136
3,12,1,23,136
20,3,1,16,136
18,3,1,25,136
7,3,1,22,136
-22,-12,1,18,136
12,22,1,27,136
-5,-3,1,17,136
-7,19,1,24,136
-5,-23,1,28,136
16,-22,1,7,136
21,-19,1,10,136
22,-17,1,2,136
23,-21,1,1,136
18,-18,1,12,136
20,-22,1,4,136
21,-21,1,5,136
23,-19,1,6,136
24,-16,1,9,136
15,-24,1,11,136
16,-16,1,8,136
23,-20,1,13,136
20,-19,1,3,136
12,-17,1,14,136
17,-18,1,0,137
12,23,1,27,137
7,4,1,22,137
-23,-12,1,18,137
-5,-4,1,17,137
14,18,1,29,137
-7,18,1,19,137
14,7,1,20,137
14,8,1,26,137
19,3,1,16,137
-5,-24,1,28,137
2,-14,1,21,137
3,13,1,23,137
13,-4,1,15,137
19,3,1,25,137
-7,20,1,24,137
21,-22,1,4,137
21,-19,1,3,137
24,-21,1,13,137
17,-18,1,12,137
13,-16,1,14,137
21,-17,1,2,137
15,-25,1,11,137
20,-19,1,10,137
23,-17,1,9,137
15,-16,1,8,137
22,-20,1,1,137
23,-20,1,6,137
15,-21,1,7,137
20,-21,1,5,137
16,-18,1,0,138
14,19,1,29,138
14,-4,1,15,138
7,5,1,22,138
3,14,1,23,138
-7,21,1,24,138
-24,-12,1,18,138
20,3,1,25,138
1,-15,1,21,138
-4,-5,1,17,138
15,7,1,26,138
-5,-25,1,28,138
14,8,1,20,138
-6,17,1,19,138
11,23,1,27,138
18,3,1,16,138
14,-25,1,11,138
21,-19,1,1,138
20,-18,1,2,138
19,-20,1,5,138
22,-19,1,3,138
24,-21,1,6,138
16,-17,1,12,138
15,-20,1,7,138
23,-18,1,9,138
22,-22,1,4,138
14,-16,1,14,138
19,-18,1,10,138
25,-21,1,13,138
14,-16,1,8,138
15,-18,1,0,139
0,-15,1,21,139
-25,-12,1,18,139
21,4,1,25,139
-7,22,1,24,139
17,3,1,16,139
14,20,1,29,139
16,8,1,26,139
13,8,1,20,139
4,15,1,23,139
-3,-5,1,17,139
-5,17,1,19,139
11,24,1,27,139
-5,-26,1,28,139
7,6,1,22,139
15,-3,1,15,139
24,-21,1,13,139
18,-18,1,10,139
15,-16,1,14,139
15,-17,1,12,139
14,-20,1,7,139
23,-19,1,9,139
13,-16,1,8,139
21,-19,1,1,139
19,-19,1,2,139
13,-26,1,11,139
23,-22,1,4,139
18,-20,1,5,139
24,-22,1,6,139
23,-19,1,3,139
14,-17,1,0,140
16,3,1,16,140
13,9,1,20,140
15,21,1,29,140
4,16,1,23,140
7,7,1,22,140
-3,-6,1,17,140
-7,23,1,24,140
15,-2,1,15,140
17,8,1,26,140
-1,-16,1,21,140
-5,-25,1,28,140
-4,17,1,19,140
-26,-12,1,18,140
22,4,1,25,140
11,23,1,27,140
15,-16,1,12,140
18,-19,1,2,140
17,-21,1,5,140
23,-20,1,13,140
22,-18,1,3,140
16,-15,1,14,140
13,-25,1,11,140
24,-22,1,4,140
23,-22,1,6,140
22,-19,1,9,140
13,-15,1,8,140
20,-19,1,1,140
18,-17,1,10,140
13,-20,1,7,140
14,-16,1,0,141
16,-1,1,15,141
23,4,1,25,141
-3,17,1,19,141
5,16,1,23,141
13,10,1,20,141
16,4,1,16,141
-2,-16,1,21,141
-2,-7,1,17,141
8,8,1,22,141
-4,-26,1,28,141
16,22,1,29,141
-25,-11,1,18,141
18,8,1,26,141
-6,23,1,24,141
10,22,1,27,141
21,-19,1,9,141
14,-15,1,12,141
16,-14,1,14,141
19,-18,1,1,141
12,-14,1,8,141
24,-22,1,4,141
22,-22,1,6,141
12,-20,1,7,141
22,-20,1,13,141
17,-19,1,2,141
12,-24,1,11,141
21,-18,1,3,141
16,-21,1,5,141
18,-16,1,10,141
13,-15,1,0,142
5,17,1,23,142
15,5,1,16,142
-4,-26,1,28,142
-5,23,1,24,142
-2,-8,1,17,142
14,11,1,20,142
11,21,1,27,142
17,-2,1,15,142
16,22,1,29,142
-3,-16,1,21,142
9,8,1,22,142
-2,17,1,19,142
-24,-12,1,18,142
23,5,1,25,142
19,8,1,26,142
12,-23,1,11,142
20,-19,1,9,142
18,-15,1,10,142
16,-19,1,2,142
22,-19,1,13,142
15,-22,1,5,142
14,-14,1,12,142
16,-13,1,14,142
21,-22,1,6,142
23,-22,1,4,142
20,-18,1,3,142
18,-19,1,1,142
12,-13,1,8,142
11,-20,1,7,142
13,-14,1,0,143
-1,-8,1,17,143
24,6,1,25,143
-4,-17,1,21,143
10,8,1,22,143
10,20,1,27,143
20,9,1,26,143
-4,-25,1,28,143
-24,-13,1,18,143
-4,23,1,24,143
6,18,1,23,143
14,12,1,20,143
16,23,1,29,143
-1,17,1,19,143
14,5,1,16,143
17,-3,1,15,143
14,-21,1,5,143
19,-18,1,3,143
16,-12,1,14,143
20,-22,1,6,143
22,-18,1,13,143
10,-19,1,7,143
12,-12,1,8,143
19,-19,1,9,143
18,-14,1,10,143
22,-22,1,4,143
14,-13,1,12,143
17,-19,1,1,143
16,-18,1,2,143
11,-22,1,11,143
12,-13,1,0,144
-5,-24,1,28,144
11,9,1,22,144
9,20,1,27,144
-23,-14,1,18,144
0,17,1,19,144
17,23,1,29,144
25,6,1,25,144
-5,-16,1,21,144
20,10,1,26,144
-3,23,1,24,144
13,5,1,16,144
0,-9,1,17,144
15,13,1,20,144
17,-4,1,15,144
7,18,1,23,144
19,-22,1,6,144
18,-19,1,9,144
22,-17,1,13,144
22,-22,1,4,144
17,-11,1,14,144
9,-19,1,7,144
10,-21,1,11,144
14,-12,1,12,144
18,-19,1,3,144
12,-11,1,8,144
15,-18,1,2,144
16,-20,1,1,144
13,-22,1,5,144
19,-14,1,10,144
12,-12,1,0,145
12,9,1,22,145
15,14,1,20,145
21,11,1,26,145
-23,-15,1,18,145
-3,22,1,24,145
0,16,1,19,145
1,-9,1,17,145
18,-4,1,15,145
8,18,1,23,145
-6,-16,1,21,145
-5,-23,1,28,145
9,19,1,27,145
18,24,1,29,145
13,6,1,16,145
24,6,1,25,145
18,-22,1,6,145
21,-17,1,13,145
15,-19,1,1,145
9,-21,1,11,145
21,-22,1,4,145
12,-10,1,8,145
14,-21,1,5,145
16,-12,1,14,145
18,-18,1,3,145
17,-18,1,9,145
10,-18,1,7,145
14,-13,1,12,145
16,-18,1,2,145
19,-15,1,10,145
12,-11,1,0,146
9,18,1,27,146
1,15,1,19,146
-7,-17,1,21,146
19,-5,1,15,146
-6,-22,1,28,146
12,8,1,22,146
21,12,1,26,146
13,7,1,16,146
24,5,1,25,146
2,-10,1,17,146
9,19,1,23,146
19,25,1,29,146
-23,-16,1,18,146
15,15,1,20,146
-2,22,1,24,146
15,-20,1,5,146
17,-18,1,2,146
17,-17,1,9,146
17,-21,1,6,146
17,-18,1,3,146
16,-13,1,14,146
19,-15,1,10,146
13,-14,1,12,146
8,-21,1,11,146
10,-18,1,7,146
20,-22,1,4,146
20,-18,1,13,146
11,-9,1,8,146
15,-18,1,1,146
13,-10,1,0,147
-7,-17,1,21,147
19,-6,1,15,147
9,17,1,27,147
10,19,1,23,147
18,24,1,29,147
3,-10,1,17,147
23,4,1,25,147
22,12,1,26,147
13,8,1,22,147
1,14,1,19,147
-7,-22,1,28,147
13,8,1,16,147
-23,-17,1,18,147
-1,22,1,24,147
15,16,1,20,147
11,-17,1,7,147
12,-8,1,8,147
19,-18,1,13,147
19,-16,1,10,147
16,-16,1,9,147
7,-21,1,11,147
15,-17,1,1,147
16,-17,1,3,147
13,-15,1,12,147
18,-18,1,2,147
16,-14,1,14,147
19,-22,1,4,147
16,-21,1,6,147
15,-19,1,5,147
13,-10,1,0,148
13,9,1,16,148
9,16,1,27,148
10,18,1,23,148
-8,-22,1,28,148
23,13,1,26,148
0,23,1,24,148
14,7,1,22,148
4,-9,1,17,148
20,-6,1,15,148
-23,-18,1,18,148
15,17,1,20,148
17,24,1,29,148
-8,-18,1,21,148
2,13,1,19,148
22,3,1,25,148
20,-17,1,10,148
18,-19,1,13,148
12,-7,1,8,148
15,-17,1,3,148
19,-18,1,2,148
16,-15,1,9,148
15,-18,1,5,148
15,-21,1,6,148
14,-16,1,1,148
16,-15,1,14,148
12,-15,1,12,148
6,-22,1,11,148
12,-17,1,7,148
18,-21,1,4,148
14,-9,1,0,149
-9,-21,1,28,149
10,15,1,27,149
15,6,1,22,149
11,18,1,23,149
2,12,1,19,149
-23,-19,1,18,149
23,12,1,26,149
-8,-19,1,21,149
22,2,1,25,149
15,18,1,20,149
1,23,1,24,149
5,-9,1,17,149
16,24,1,29,149
21,-7,1,15,149
14,10,1,16,149
12,-6,1,8,149
20,-18,1,2,149
15,-20,1,6,149
15,-17,1,5,149
21,-17,1,10,149
15,-16,1,14,149
14,-15,1,1,149
5,-22,1,11,149
15,-14,1,9,149
17,-21,1,4,149
17,-19,1,13,149
11,-16,1,12,149
13,-16,1,7,149
14,-17,1,3,149
15,-9,1,0,150
12,19,1,23,150
-23,-20,1,18,150
15,9,1,16,150
2,23,1,24,150
-7,-20,1,21,150
21,-8,1,15,150
14,18,1,20,150
24,13,1,26,150
11,15,1,27,150
6,-9,1,17,150
16,24,1,29,150
-10,-21,1,28,150
22,1,1,25,150
15,5,1,22,150
3,11,1,19,150
21,-16,1,10,150
16,-14,1,9,150
15,-19,1,6,150
5,-21,1,11,150
18,-18,1,13,150
15,-16,1,3,150
12,-15,1,12,150
12,-16,1,7,150
19,-17,1,2,150
17,-20,1,4,150
12,-7,1,8,150
16,-17,1,5,150
15,-17,1,14,150
14,-14,1,1,150
16,-8,1,0,151
6,-9,1,17,151
22,0,1,25,151
-6,-20,1,21,151
15,4,1,22,151
24,12,1,26,151
17,23,1,29,151
12,15,1,27,151
-10,-20,1,28,151
-23,-21,1,18,151
13,19,1,23,151
3,22,1,24,151
3,10,1,19,151
13,19,1,20,151
16,9,1,16,151
22,-8,1,15,151
19,-16,1,2,151
20,-16,1,10,151
12,-15,1,7,151
15,-18,1,6,151
12,-14,1,12,151
18,-17,1,13,151
15,-13,1,1,151
17,-13,1,9,151
15,-18,1,14,151
17,-18,1,5,151
17,-19,1,4,151
5,-20,1,11,151
16,-16,1,3,151
13,-8,1,8,151
16,-7,1,0,152
22,-9,1,15,152
18,23,1,29,152
-10,-19,1,28,152
3,10,1,19,152
15,3,1,22,152
14,19,1,23,152
23,0,1,25,152
4,21,1,24,152
7,-10,1,17,152
17,9,1,16,152
13,15,1,27,152
13,20,1,20,152
-5,-20,1,21,152
23,11,1,26,152
-23,-22,1,18,152
18,-18,1,5,152
18,-18,1,4,152
17,-16,1,3,152
17,-12,1,9,152
19,-15,1,10,152
15,-12,1,1,152
15,-19,1,14,152
19,-16,1,13,152
6,-19,1,11,152
12,-14,1,7,152
14,-9,1,8,152
15,-17,1,6,152
13,-14,1,12,152
19,-15,1,2,152
16,-6,1,0,153
13,14,1,27,153
22,-10,1,15,153
5,21,1,24,153
-11,-18,1,28,153
15,19,1,23,153
12,20,1,20,153
4,9,1,19,153
23,-1,1,25,153
18,10,1,16,153
15,2,1,22,153
-4,-21,1,21,153
-22,-22,1,18,153
18,23,1,29,153
22,11,1,26,153
8,-10,1,17,153
18,-15,1,2,153
15,-16,1,6,153
11,-13,1,7,153
15,-20,1,14,153
18,-16,1,3,153
17,-11,1,9,153
14,-9,1,8,153
15,-12,1,1,153
19,-14,1,10,153
20,-16,1,13,153
18,-17,1,4,153
6,-18,1,11,153
19,-17,1,5,153
14,-14,1,12,153
17,-5,1,0,154
19,10,1,16,154
19,23,1,29,154
21,-11,1,15,154
14,14,1,27,154
6,21,1,24,154
9,-10,1,17,154
24,-1,1,25,154
14,2,1,22,154
5,9,1,19,154
22,10,1,26,154
-3,-21,1,21,154
-11,-17,1,28,154
11,21,1,20,154
16,19,1,23,154
-22,-23,1,18,154
20,-15,1,13,154
15,-15,1,6,154
19,-16,1,4,154
11,-12,1,7,154
20,-17,1,5,154
6,-17,1,11,154
16,-11,1,1,154
18,-13,1,10,154
19,-17,1,3,154
18,-14,1,2,154
15,-21,1,14,154
18,-10,1,9,154
15,-10,1,8,154
15,-14,1,12,154
17,-4,1,0,155
-2,-21,1,21,155
22,9,1,26,155
21,-12,1,15,155
20,22,1,29,155
10,21,1,20,155
6,9,1,19,155
10,-10,1,17,155
-22,-24,1,18,155
23,-1,1,25,155
15,13,1,27,155
17,20,1,23,155
-12,-16,1,28,155
13,2,1,22,155
20,9,1,16,155
7,22,1,24,155
20,-16,1,5,155
15,-9,1,8,155
15,-13,1,12,155
19,-13,1,10,155
7,-16,1,11,155
17,-13,1,2,155
11,-12,1,7,155
15,-14,1,6,155
18,-9,1,9,155
20,-14,1,13,155
18,-16,1,3,155
20,-16,1,4,155
15,-10,1,1,155
16,-20,1,14,155
18,-3,1,0,156
11,-9,1,17,156
-12,-15,1,28,156
21,9,1,16,156
12,2,1,22,156
9,22,1,20,156
-22,-25,1,18,156
21,22,1,29,156
-1,-21,1,21,156
7,8,1,19,156
23,-1,1,25,156
8,22,1,24,156
18,20,1,23,156
16,12,1,27,156
23,8,1,26,156
21,-13,1,15,156
15,-13,1,6,156
14,-10,1,1,156
14,-8,1,8,156
19,-15,1,5,156
12,-11,1,7,156
20,-12,1,10,156
7,-15,1,11,156
17,-12,1,2,156
20,-15,1,4,156
16,-19,1,14,156
14,-12,1,12,156
18,-15,1,3,156
19,-14,1,13,156
19,-9,1,9,156
19,-3,1,0,157
-11,-15,1,28,157
19,21,1,23,157
11,1,1,22,157
-22,-24,1,18,157
8,22,1,20,157
22,0,1,25,157
23,7,1,26,157
22,-13,1,15,157
11,-8,1,17,157
22,21,1,29,157
22,10,1,16,157
8,8,1,19,157
0,-21,1,21,157
16,12,1,27,157
9,22,1,24,157
16,-11,1,2,157
18,-14,1,3,157
20,-12,1,10,157
12,-10,1,7,157
13,-10,1,1,157
7,-14,1,11,157
18,-13,1,13,157
17,-18,1,14,157
13,-8,1,8,157
14,-11,1,12,157
21,-15,1,4,157
19,-14,1,5,157
20,-8,1,9,157
15,-12,1,6,157
20,-2,1,0,158
21,0,1,25,158
8,23,1,20,158
0,-20,1,21,158
-12,-14,1,28,158
19,22,1,23,158
10,21,1,24,158
17,11,1,27,158
23,-14,1,15,158
22,11,1,16,158
10,1,1,22,158
11,-7,1,17,158
-23,-24,1,18,158
22,6,1,26,158
23,21,1,29,158
9,7,1,19,158
21,-11,1,10,158
22,-14,1,4,158
17,-17,1,14,158
15,-11,1,6,158
17,-13,1,3,158
15,-11,1,2,158
13,-9,1,7,158
20,-7,1,9,158
14,-10,1,12,158
13,-7,1,8,158
7,-13,1,11,158
12,-10,1,1,158
17,-13,1,13,158
18,-14,1,5,158
20,-2,1,0,159
10,-7,1,17,159
-11,-13,1,28,159
23,-15,1,15,159
20,1,1,25,159
0,-19,1,21,159
23,12,1,16,159
18,10,1,27,159
10,20,1,24,159
7,24,1,20,159
24,20,1,29,159
9,1,1,22,159
21,7,1,26,159
19,23,1,23,159
-24,-23,1,18,159
10,7,1,19,159
14,-10,1,6,159
16,-12,1,13,159
11,-10,1,1,159
14,-9,1,12,159
17,-13,1,5,159
17,-12,1,3,159
22,-11,1,10,159
18,-16,1,14,159
13,-6,1,8,159
23,-14,1,4,159
14,-9,1,7,159
15,-10,1,2,159
21,-6,1,9,159
8,-12,1,11,159
21,-2,1,0,160
10,20,1,24,160
6,24,1,20,160
23,13,1,16,160
-25,-23,1,18,160
24,20,1,29,160
20,7,1,26,160
-11,-12,1,28,160
19,1,1,25,160
9,-6,1,17,160
24,-16,1,15,160
20,23,1,23,160
17,9,1,27,160
11,7,1,19,160
9,0,1,22,160
1,-18,1,21,160
18,-12,1,5,160
18,-15,1,14,160
20,-5,1,9,160
16,-11,1,3,160
13,-5,1,8,160
22,-13,1,4,160
8,-11,1,11,160
21,-11,1,10,160
12,-9,1,1,160
15,-9,1,2,160
17,-11,1,13,160
15,-9,1,6,160
15,-8,1,7,160
15,-9,1,12,160
22,-1,1,0,161
25,-16,1,15,161
2,-17,1,21,161
18,8,1,27,161
18,1,1,25,161
8,0,1,22,161
25,19,1,29,161
11,19,1,24,161
-25,-22,1,18,161
22,13,1,16,161
20,7,1,26,161
5,24,1,20,161
11,7,1,19,161
-10,-11,1,28,161
20,24,1,23,161
8,-6,1,17,161
18,-14,1,14,161
20,-4,1,9,161
15,-8,1,6,161
21,-12,1,4,161
16,-8,1,7,161
8,-10,1,11,161
18,-11,1,5,161
14,-4,1,8,161
17,-10,1,13,161
16,-9,1,12,161
13,-9,1,1,161
20,-12,1,10,161
15,-8,1,2,161
16,-10,1,3,161
23,0,1,0,162
24,19,1,29,162
18,7,1,27,162
7,1,1,22,162
-25,-23,1,18,162
24,-16,1,15,162
12,19,1,24,162
20,24,1,23,162
22,14,1,16,162
18,2,1,25,162
2,-16,1,21,162
12,8,1,19,162
-10,-10,1,28,162
8,-7,1,17,162
19,8,1,26,162
4,23,1,20,162
21,-11,1,4,162
15,-10,1,3,162
15,-7,1,6,162
17,-10,1,12,162
20,-3,1,9,162
20,-12,1,10,162
18,-13,1,14,162
15,-7,1,2,162
14,-9,1,1,162
19,-11,1,5,162
9,-10,1,11,162
17,-9,1,13,162
14,-4,1,8,162
17,-9,1,7,162
24,0,1,0,163
6,1,1,22,163
18,6,1,27,163
20,23,1,23,163
23,19,1,29,163
3,23,1,20,163
3,-16,1,21,163
13,19,1,24,163
17,2,1,25,163
22,15,1,16,163
23,-15,1,15,163
