x,y,spreed,ent,time
-8,2,1,6,5
-5,-3,1,1,5
-1,0,1,2,5
9,-6,1,9,5
5,2,1,11,5
-8,3,1,3,5
6,3,1,14,5
-1,1,1,7,5
-1,-1,1,10,5
0,5,1,8,5
-5,2,1,13,5
-2,0,1,4,5
-6,-4,1,0,6
7,-22,1,26,6
11,20,1,18,6
-18,-14,1,19,6
-20,-4,1,24,6
8,21,1,21,6
21,-10,1,15,6
-5,-2,1,23,6
12,15,1,16,6
-18,6,1,29,6
-7,-8,1,25,6
18,19,1,27,6
-11,24,1,22,6
10,15,1,17,6
-8,-11,1,20,6
2,24,1,28,6
-8,2,1,3,6
-7,2,1,6,6
1,-5,1,12,6
-6,1,1,13,6
-1,4,1,8,6
-1,0,1,7,6
0,1,1,2,6
-1,-1,1,5,6
-2,1,1,4,6
4,2,1,11,6
-1,0,1,10,6
9,-5,1,9,6
6,2,1,14,6
-4,-3,1,1,6
-7,-5,1,0,7
-17,5,1,29,7
13,16,1,16,7
-21,-4,1,24,7
9,15,1,17,7
12,19,1,18,7
20,-10,1,15,7
1,24,1,28,7
8,20,1,21,7
-7,-10,1,20,7
-18,-15,1,19,7
-5,-1,1,23,7
17,20,1,27,7
-8,-8,1,25,7
-12,23,1,22,7
6,-22,1,26,7
0,-6,1,12,7
-7,3,1,6,7
-1,-1,1,7,7
5,1,1,14,7
-3,2,1,4,7
1,1,1,2,7
-7,0,1,13,7
8,-4,1,9,7
-7,1,1,3,7
-1,3,1,8,7
3,2,1,11,7
0,-2,1,5,7
-4,-4,1,1,7
-2,1,1,10,7
-8,-5,1,0,8
14,16,1,16,8
9,19,1,21,8
-9,-8,1,25,8
20,-9,1,15,8
-6,0,1,23,8
-17,4,1,29,8
12,18,1,18,8
5,-22,1,26,8
-13,22,1,22,8
-17,-16,1,19,8
0,25,1,28,8
16,20,1,27,8
8,15,1,17,8
-22,-4,1,24,8
-6,-9,1,20,8
-3,-5,1,1,8
-8,0,1,13,8
2,2,1,2,8
-1,-6,1,12,8
-8,0,1,3,8
-2,2,1,10,8
7,-4,1,9,8
0,-2,1,5,8
-1,-2,1,7,8
-2,2,1,8,8
-7,4,1,6,8
5,0,1,14,8
-4,2,1,4,8
2,2,1,11,8
-9,-6,1,0,9
4,-22,1,26,9
19,-9,1,15,9
-7,1,1,23,9
15,17,1,16,9
9,18,1,21,9
-10,-8,1,25,9
12,17,1,18,9
16,19,1,27,9
-23,-5,1,24,9
1,24,1,28,9
-13,21,1,22,9
-6,-8,1,20,9
7,15,1,17,9
-16,4,1,29,9
-16,-16,1,19,9
2,3,1,2,9
-8,-1,1,13,9
5,-1,1,14,9
-1,-3,1,7,9
1,2,1,11,9
6,-4,1,9,9
-8,-1,1,3,9
-2,1,1,8,9
-2,-6,1,12,9
1,-3,1,5,9
-2,-5,1,1,9
-4,3,1,4,9
-7,5,1,6,9
-3,2,1,10,9
-10,-6,1,0,10
12,16,1,18,10
-7,-7,1,20,10
-15,3,1,29,10
2,24,1,28,10
18,-9,1,15,10
8,17,1,21,10
-11,-8,1,25,10
-23,-6,1,24,10
15,18,1,16,10
-7,2,1,23,10
15,19,1,27,10
-15,-16,1,19,10
3,-22,1,26,10
6,14,1,17,10
-14,20,1,22,10
-3,-5,1,12,10
0,1,1,11,10
-9,-2,1,13,10
-8,-2,1,3,10
-3,2,1,10,10
1,2,1,2,10
-2,-3,1,7,10
-5,2,1,4,10
5,-4,1,9,10
4,0,1,14,10
0,-4,1,5,10
-3,1,1,8,10
-7,4,1,6,10
-2,-6,1,1,10
-11,-5,1,0,11
11,15,1,18,11
-11,-7,1,25,11
-14,3,1,29,11
-14,-16,1,19,11
