x,y,spreed,lobo,time
8,-2,1,8,147
-19,8,1,19,147
-10,6,1,15,147
-23,-25,1,17,147
6,14,1,16,147
-3,10,1,23,147
4,1,1,0,147
-1,-4,1,25,147
-16,-4,1,3,147
6,-24,1,2,147
6,17,1,22,147
11,-8,1,6,147
13,14,1,5,147
-11,14,1,28,147
5,0,1,0,148
-6,3,1,11,148
-19,12,1,7,148
-3,-6,1,12,148
0,-3,1,25,148
12,15,1,5,148
11,-9,1,6,148
8,-4,1,10,148
-17,11,1,14,148
12,-20,1,21,148
-9,5,1,15,148
-23,-1,1,27,148
-24,-6,1,20,148
-12,14,1,28,148
-15,5,1,4,148
6,13,1,16,148
8,-3,1,8,148
23,7,1,29,148
-22,-25,1,17,148
-5,6,1,26,148
-16,-3,1,3,148
16,-14,1,13,148
4,-22,1,18,148
-2,10,1,23,148
9,-6,1,1,148
-3,7,1,24,148
6,18,1,22,148
5,-23,1,2,148
-1,18,1,9,148
-18,8,1,19,148
-22,-1,1,27,149
-3,6,1,24,149
12,-21,1,21,149
5,-23,1,2,149
9,-3,1,8,149
-4,6,1,26,149
16,-13,1,13,149
-22,-26,1,17,149
3,-23,1,18,149
10,-6,1,1,149
7,-4,1,10,149
7,19,1,22,149
-18,9,1,19,149
12,16,1,5,149
-5,3,1,11,149
24,6,1,29,149
-15,5,1,4,149
-9,4,1,15,149
-24,-5,1,20,149
6,12,1,16,149
-17,-2,1,3,149
0,18,1,9,149
-1,11,1,23,149
11,-10,1,6,149
0,-2,1,25,149
-4,-6,1,12,149
-19,13,1,7,149
-17,10,1,14,149
-12,15,1,28,149
6,-1,1,0,149
-24,-4,1,20,150
-4,-5,1,12,150
6,-4,1,10,150
10,-4,1,8,150
-17,10,1,19,150
-9,3,1,15,150
6,-2,1,0,150
-14,6,1,4,150
12,-22,1,21,150
6,20,1,22,150
-17,-2,1,3,150
-22,0,1,27,150
15,-12,1,13,150
11,17,1,5,150
24,5,1,29,150
4,-23,1,2,150
-4,5,1,26,150
-20,14,1,7,150
-3,5,1,24,150
5,11,1,16,150
-22,-26,1,17,150
-4,2,1,11,150
-16,10,1,14,150
-12,16,1,28,150
11,-7,1,1,150
11,-11,1,6,150
1,-2,1,25,150
-1,11,1,23,150
1,18,1,9,150
2,-23,1,18,150
13,-23,1,21,151
1,-1,1,25,151
10,17,1,5,151
-13,6,1,4,151
-23,-25,1,17,151
-17,11,1,19,151
0,12,1,23,151
6,21,1,22,151
2,18,1,9,151
14,-12,1,13,151
-20,14,1,7,151
-4,1,1,11,151
-21,1,1,27,151
-2,4,1,24,151
11,-7,1,1,151
1,-23,1,18,151
-18,-1,1,3,151
-15,10,1,14,151
3,-23,1,2,151
11,-4,1,8,151
-10,2,1,15,151
-3,4,1,26,151
-5,-4,1,12,151
-25,-3,1,20,151
25,4,1,29,151
6,10,1,16,151
-13,17,1,28,151
7,-2,1,0,151
11,-12,1,6,151
5,-4,1,10,151
11,-13,1,6,152
1,12,1,23,152
3,18,1,9,152
5,9,1,16,152
6,22,1,22,152
4,-4,1,10,152
10,18,1,5,152
-21,15,1,7,152
1,0,1,25,152
13,-11,1,13,152
-3,0,1,11,152
-5,-3,1,12,152
-14,9,1,14,152
12,-7,1,1,152
-10,1,1,15,152
12,-5,1,8,152
13,-24,1,21,152
-24,-25,1,17,152
24,5,1,29,152
-16,12,1,19,152
-13,18,1,28,152
8,-2,1,0,152
-20,1,1,27,152
0,-23,1,18,152
-19,0,1,3,152
2,-24,1,2,152
-3,3,1,26,152
-13,7,1,4,152
-3,3,1,24,152
-25,-2,1,20,152
-16,12,1,19,153
-13,8,1,4,153
-10,1,1,15,153
-20,0,1,3,153
-19,0,1,27,153
23,6,1,29,153
5,23,1,22,153
-25,-1,1,20,153
13,-8,1,1,153
-21,16,1,7,153
-5,-2,1,12,153
-3,2,1,24,153
3,-3,1,10,153
10,-13,1,6,153
-2,0,1,11,153
13,-25,1,21,153
-1,-23,1,18,153
4,18,1,9,153
13,-5,1,8,153
1,1,1,25,153
1,-25,1,2,153
-13,19,1,28,153
-13,9,1,14,153
1,13,1,23,153
12,-11,1,13,153
5,8,1,16,153
9,-3,1,0,153
-25,-26,1,17,153
9,18,1,5,153
-2,2,1,26,153
-1,2,1,26,154
1,-26,1,2,154
14,-9,1,1,154
2,14,1,23,154
-16,13,1,19,154
-25,-25,1,17,154
4,24,1,22,154
9,-4,1,0,154
-4,-2,1,12,154
-12,9,1,14,154
-3,1,1,24,154
-14,8,1,4,154
8,18,1,5,154
5,18,1,9,154
-14,19,1,28,154
-26,-1,1,20,154
14,-26,1,21,154
-18,1,1,27,154
22,6,1,29,154
-22,17,1,7,154
-11,0,1,15,154
2,-3,1,10,154
-1,-1,1,11,154
-21,-1,1,3,154
11,-14,1,6,154
2,2,1,25,154
14,-6,1,8,154
5,7,1,16,154
11,-11,1,13,154
-1,-24,1,18,154
-17,0,1,27,155
14,-25,1,21,155
-22,-1,1,3,155
11,-10,1,13,155
15,-9,1,1,155
3,24,1,22,155
2,15,1,23,155
-24,-24,1,17,155
2,-2,1,10,155
-1,-25,1,18,155
15,-6,1,8,155
6,18,1,9,155
-16,14,1,19,155
0,1,1,26,155
21,5,1,29,155
0,-1,1,11,155
11,-15,1,6,155
5,6,1,16,155
-23,17,1,7,155
-12,0,1,15,155
-15,9,1,4,155
-4,-1,1,12,155
7,18,1,5,155
-3,0,1,24,155
-11,10,1,14,155
9,-5,1,0,155
2,3,1,25,155
-25,0,1,20,155
-15,20,1,28,155
2,-25,1,2,155
15,-24,1,21,156
6,19,1,5,156
-24,1,1,20,156
7,18,1,9,156
-16,1,1,27,156
-3,-1,1,24,156
1,16,1,23,156
-2,-26,1,18,156
2,-24,1,2,156
-24,18,1,7,156
15,-7,1,8,156
15,-10,1,1,156
-4,0,1,12,156
-16,15,1,19,156
1,-1,1,11,156
2,4,1,25,156
-22,-1,1,3,156
-13,1,1,15,156
12,-16,1,6,156
4,5,1,16,156
21,4,1,29,156
2,24,1,22,156
-10,10,1,14,156
1,-1,1,10,156
-23,-24,1,17,156
-16,9,1,4,156
0,0,1,26,156
10,-9,1,13,156
10,-6,1,0,156
-15,21,1,28,156
3,-23,1,2,157
12,-17,1,6,157
5,18,1,5,157
-24,2,1,20,157
16,-11,1,1,157
-15,1,1,27,157
15,-23,1,21,157
0,17,1,23,157
-16,16,1,19,157
10,-8,1,13,157
20,4,1,29,157
1,0,1,26,157
-10,11,1,14,157
-3,-2,1,24,157
-23,0,1,3,157
-22,-23,1,17,157
-3,1,1,12,157
3,5,1,25,157
0,-1,1,10,157
1,24,1,22,157
-1,-25,1,18,157
4,4,1,16,157
16,-7,1,8,157
-16,21,1,28,157
9,-7,1,0,157
-17,9,1,4,157
8,18,1,9,157
-14,1,1,15,157
2,-1,1,11,157
-25,18,1,7,157
-24,0,1,3,158
0,-25,1,18,158
17,-7,1,8,158
5,4,1,16,158
-18,9,1,4,158
-3,-2,1,24,158
-10,12,1,14,158
-3,2,1,12,158
3,-23,1,2,158
-23,2,1,20,158
17,-10,1,1,158
19,3,1,29,158
12,-18,1,6,158
-16,17,1,19,158
-21,-23,1,17,158
9,19,1,9,158
9,-8,1,0,158
3,6,1,25,158
2,0,1,11,158
-14,1,1,27,158
-16,22,1,28,158
10,-7,1,13,158
0,17,1,23,158
4,18,1,5,158
16,-22,1,21,158
-1,-1,1,10,158
2,-1,1,26,158
-26,17,1,7,158
-15,2,1,15,158
0,24,1,22,158
-16,23,1,28,159
18,-8,1,8,159
3,1,1,11,159
2,-1,1,26,159
-15,3,1,15,159
16,-21,1,21,159
-20,-23,1,17,159
-25,18,1,7,159
3,17,1,5,159
18,-10,1,1,159
9,-6,1,13,159
-15,18,1,19,159
3,-22,1,2,159
9,20,1,9,159
9,-9,1,0,159
6,3,1,16,159
11,-19,1,6,159
-25,1,1,3,159
-19,8,1,4,159
-3,3,1,12,159
19,2,1,29,159
3,7,1,25,159
-1,24,1,22,159
-22,2,1,20,159
-11,13,1,14,159
-13,1,1,27,159
-2,-1,1,10,159
-1,18,1,23,159
1,-25,1,18,159
-2,-3,1,24,159
-21,2,1,20,160
3,-2,1,26,160
4,1,1,11,160
-19,8,1,4,160
10,20,1,9,160
-16,24,1,28,160
2,-25,1,18,160
-2,18,1,23,160
20,1,1,29,160
-3,-1,1,10,160
10,-5,1,13,160
19,-10,1,1,160
3,7,1,25,160
-3,4,1,12,160
2,17,1,5,160
11,-19,1,6,160
17,-21,1,21,160
-1,25,1,22,160
-12,13,1,14,160
-14,4,1,15,160
7,2,1,16,160
-25,2,1,3,160
3,-21,1,2,160
-12,2,1,27,160
-2,-4,1,24,160
10,-10,1,0,160
-26,19,1,7,160
-16,19,1,19,160
-19,-23,1,17,160
19,-8,1,8,160
3,-20,1,2,161
7,1,1,16,161
20,-8,1,8,161
-12,3,1,27,161
-3,19,1,23,161
10,-20,1,6,161
18,-20,1,21,161
20,-10,1,1,161
-24,2,1,3,161
11,20,1,9,161
10,-10,1,0,161
9,-4,1,13,161
20,0,1,29,161
-20,8,1,4,161
-20,2,1,20,161
3,8,1,25,161
-26,20,1,7,161
-4,-1,1,10,161
-18,-22,1,17,161
-2,-5,1,24,161
-1,24,1,22,161
-16,23,1,28,161
-14,4,1,15,161
-3,5,1,12,161
3,-25,1,18,161
5,2,1,11,161
-16,20,1,19,161
1,17,1,5,161
4,-2,1,26,161
-13,12,1,14,161
-26,19,1,7,162
0,23,1,22,162
4,-25,1,18,162
-4,6,1,12,162
7,1,1,16,162
-16,22,1,28,162
1,18,1,5,162
10,-21,1,6,162
12,20,1,9,162
-12,4,1,27,162
2,9,1,25,162
-14,12,1,14,162
-16,21,1,19,162
-4,19,1,23,162
5,-2,1,26,162
21,-9,1,8,162
19,-20,1,21,162
20,-1,1,29,162
-13,4,1,15,162
11,-11,1,0,162
-17,-22,1,17,162
4,-19,1,2,162
21,-11,1,1,162
-24,1,1,3,162
-2,-6,1,24,162
-21,8,1,4,162
-19,1,1,20,162
5,3,1,11,162
-4,0,1,10,162
10,-3,1,13,162
-16,22,1,19,163
-4,20,1,23,163
-14,11,1,14,163
-23,0,1,3,163
3,10,1,25,163
-4,7,1,12,163
-16,-22,1,17,163
5,4,1,11,163
11,-12,1,0,163
-12,5,1,27,163
20,-20,1,21,163
8,0,1,16,163
21,-9,1,8,163
0,22,1,22,163
13,19,1,9,163
21,-12,1,1,163
21,-1,1,29,163
-17,22,1,28,163
-5,1,1,10,163
-25,20,1,7,163
0,19,1,5,163
5,-25,1,18,163
-2,-7,1,24,163
6,-1,1,26,163
-20,0,1,20,163
-12,5,1,15,163
-22,8,1,4,163
4,-18,1,2,163
9,-22,1,6,163
10,-2,1,13,163
-15,-22,1,17,164
-2,-8,1,24,164
-18,21,1,28,164
21,-13,1,1,164
5,-18,1,2,164
-5,7,1,12,164
10,-1,1,13,164
11,-13,1,0,164
3,11,1,25,164
9,-23,1,6,164
9,-1,1,16,164
5,5,1,11,164
-5,21,1,23,164
-11,5,1,15,164
22,-1,1,29,164
13,18,1,9,164
21,-19,1,21,164
-15,22,1,19,164
-15,10,1,14,164
7,-1,1,26,164
22,-10,1,8,164
-23,9,1,4,164
-12,5,1,27,164
1,22,1,22,164
-1,19,1,5,164
-25,21,1,7,164
-19,-1,1,20,164
-23,-1,1,3,164
-5,2,1,10,164
6,-25,1,18,164
10,-1,1,16,165
10,0,1,13,165
5,6,1,11,165
-18,21,1,28,165
-2,20,1,5,165
9,-24,1,6,165
23,-10,1,8,165
-3,-9,1,24,165
-24,21,1,7,165
2,21,1,22,165
21,-14,1,1,165
-19,-2,1,20,165
-14,23,1,19,165
14,18,1,9,165
-15,-21,1,17,165
-6,7,1,12,165
-10,5,1,15,165
-5,3,1,10,165
23,-1,1,29,165
7,-25,1,18,165
-6,21,1,23,165
8,-1,1,26,165
-24,9,1,4,165
-13,6,1,27,165
22,-20,1,21,165
6,-18,1,2,165
-16,10,1,14,165
4,12,1,25,165
11,-14,1,0,165
-22,-2,1,3,165
7,-18,1,2,166
-7,7,1,12,166
-19,21,1,28,166
12,-15,1,0,166
24,-10,1,8,166
-22,-3,1,3,166
-13,7,1,27,166
5,12,1,25,166
-14,-21,1,17,166
-23,21,1,7,166
8,-24,1,18,166
-14,24,1,19,166
-19,-2,1,20,166
3,22,1,22,166
-25,10,1,4,166
24,-2,1,29,166
-17,10,1,14,166
-2,21,1,5,166
-5,4,1,10,166
8,-24,1,6,166
11,0,1,13,166
11,-1,1,16,166
-9,5,1,15,166
-4,-9,1,24,166
22,-21,1,21,166
21,-15,1,1,166
8,0,1,26,166
15,17,1,9,166
-6,22,1,23,166
5,7,1,11,166
-14,8,1,27,167
9,1,1,26,167
7,-24,1,6,167
12,-16,1,0,167
-8,6,1,15,167
6,12,1,25,167
-18,-3,1,20,167
8,-18,1,2,167
22,-16,1,1,167
-6,5,1,10,167
22,-22,1,21,167
-24,10,1,4,167
-22,21,1,7,167
-7,6,1,12,167
-4,-8,1,24,167
-13,-21,1,17,167
-15,23,1,19,167
4,22,1,22,167
8,-23,1,18,167
12,-1,1,16,167
23,-9,1,8,167
11,1,1,13,167
-3,21,1,5,167
-17,10,1,14,167
-6,23,1,23,167
15,16,1,9,167
23,-1,1,29,167
-22,-4,1,3,167
5,8,1,11,167
-20,22,1,28,167
-15,8,1,27,168
9,-22,1,18,168
-22,-5,1,3,168
12,2,1,13,168
12,-17,1,0,168
6,-25,1,6,168
-5,6,1,10,168
9,2,1,26,168
-3,22,1,5,168
6,13,1,25,168
15,15,1,9,168
-23,10,1,4,168
-21,22,1,7,168
-16,22,1,19,168
13,-2,1,16,168
-5,-7,1,24,168
-18,10,1,14,168
22,-23,1,21,168
-7,7,1,15,168
5,22,1,22,168
-7,24,1,23,168
-12,-20,1,17,168
22,-17,1,1,168
6,8,1,11,168
-21,22,1,28,168
-17,-4,1,20,168
-7,5,1,12,168
23,-9,1,8,168
22,-1,1,29,168
9,-18,1,2,168
-19,11,1,14,169
-22,-6,1,3,169
16,14,1,9,169
9,3,1,26,169
-16,-4,1,20,169
6,14,1,25,169
-4,-6,1,24,169
-4,22,1,5,169
22,-18,1,1,169
12,-18,1,0,169
-7,7,1,15,169
-7,23,1,23,169
23,-24,1,21,169
-21,23,1,28,169
-4,7,1,10,169
14,-2,1,16,169
7,7,1,11,169
-7,4,1,12,169
-21,23,1,7,169
22,-8,1,8,169
21,-1,1,29,169
-22,10,1,4,169
10,-22,1,18,169
-16,9,1,27,169
-11,-20,1,17,169
5,-25,1,6,169
10,-18,1,2,169
-16,22,1,19,169
12,3,1,13,169
6,22,1,22,169
20,-1,1,29,170
-5,22,1,5,170
-20,24,1,28,170
14,-1,1,16,170
-15,-5,1,20,170
-7,4,1,12,170
-17,21,1,19,170
-22,-7,1,3,170
21,-7,1,8,170
22,-19,1,1,170
7,22,1,22,170
12,-19,1,0,170
-3,7,1,10,170
-10,-20,1,17,170
10,3,1,26,170
16,13,1,9,170
-21,24,1,7,170
-22,9,1,4,170
-4,-5,1,24,170
-20,11,1,14,170
23,-25,1,21,170
-6,22,1,23,170
-6,8,1,15,170
11,-19,1,2,170
13,3,1,13,170
5,14,1,25,170
4,-25,1,6,170
10,-21,1,18,170
8,6,1,11,170
-17,9,1,27,170
-6,22,1,5,171
-21,23,1,28,171
14,3,1,13,171
-9,-20,1,17,171
20,-2,1,29,171
-3,8,1,10,171
-6,22,1,23,171
-18,9,1,27,171
4,14,1,25,171
8,5,1,11,171
4,-26,1,6,171
12,-19,1,2,171
21,-6,1,8,171
-18,21,1,19,171
-20,24,1,7,171
-15,-6,1,20,171
15,-1,1,16,171
7,21,1,22,171
-4,-4,1,24,171
13,-20,1,0,171
-21,8,1,4,171
17,13,1,9,171
-22,-7,1,3,171
-6,3,1,12,171
-21,12,1,14,171
-5,7,1,15,171
23,-20,1,1,171
10,-20,1,18,171
11,3,1,26,171
23,-26,1,21,171
4,-25,1,6,172
-7,22,1,5,172
22,-25,1,21,172
-19,20,1,19,172
-15,-7,1,20,172
-21,7,1,4,172
-5,2,1,12,172
-21,22,1,28,172
-19,9,1,27,172
15,0,1,16,172
-5,22,1,23,172
18,12,1,9,172
3,14,1,25,172
-5,-3,1,24,172
9,-20,1,18,172
-2,9,1,10,172
8,4,1,11,172
-4,6,1,15,172
14,-20,1,0,172
15,3,1,13,172
12,-20,1,2,172
24,-20,1,1,172
8,20,1,22,172
21,-5,1,8,172
-9,-21,1,17,172
-21,13,1,14,172
-19,24,1,7,172
19,-2,1,29,172
12,3,1,26,172
-22,-8,1,3,172
16,3,1,13,173
-4,21,1,23,173
18,11,1,9,173
7,3,1,11,173
13,3,1,26,173
15,-21,1,0,173
-19,19,1,19,173
18,-3,1,29,173
-8,22,1,5,173
15,1,1,16,173
-22,22,1,28,173
-22,-9,1,3,173
-5,1,1,12,173
-8,-21,1,17,173
5,-25,1,6,173
12,-21,1,2,173
-21,6,1,4,173
2,14,1,25,173
-14,-7,1,20,173
22,-24,1,21,173
-2,10,1,10,173
8,19,1,22,173
-22,14,1,14,173
-20,9,1,27,173
-5,-2,1,24,173
21,-4,1,8,173
-4,6,1,15,173
25,-20,1,1,173
-18,25,1,7,173
9,-19,1,18,173
-20,18,1,19,174
12,-22,1,2,174
25,-19,1,1,174
18,10,1,9,174
15,-21,1,0,174
6,3,1,11,174
-21,5,1,4,174
21,-3,1,8,174
22,-23,1,21,174
-22,-10,1,3,174
2,13,1,25,174
-6,0,1,12,174
8,-18,1,18,174
17,-3,1,29,174
-3,5,1,15,174
-15,-8,1,20,174
-17,25,1,7,174
-7,-22,1,17,174
-9,22,1,5,174
-20,9,1,27,174
-22,15,1,14,174
-3,21,1,23,174
6,-24,1,6,174
-5,-1,1,24,174
9,18,1,22,174
15,2,1,16,174
17,4,1,13,174
-1,10,1,10,174
14,2,1,26,174
-22,21,1,28,174
-10,23,1,5,175
17,-4,1,29,175
-3,4,1,15,175
-5,0,1,24,175
16,-22,1,0,175
-7,-23,1,17,175
-23,20,1,28,175
14,1,1,26,175
6,-23,1,6,175
16,3,1,16,175
17,5,1,13,175
-2,11,1,10,175
-2,21,1,23,175
-23,15,1,14,175
-15,-9,1,20,175
-20,18,1,19,175
11,-23,1,2,175
-21,4,1,4,175
19,9,1,9,175
6,2,1,11,175
-21,9,1,27,175
-22,-11,1,3,175
22,-3,1,8,175
-16,25,1,7,175
-7,0,1,12,175
8,-17,1,18,175
10,18,1,22,175
1,13,1,25,175
23,-22,1,21,175
24,-18,1,1,175
-21,-12,1,3,176
-8,-1,1,12,176
-21,17,1,19,176
10,17,1,22,176
-11,23,1,5,176
-2,12,1,10,176
17,6,1,13,176
11,-24,1,2,176
-17,24,1,7,176
-6,0,1,24,176
16,-5,1,29,176
-7,-24,1,17,176
-1,20,1,23,176
0,14,1,25,176
23,-21,1,21,176
-24,16,1,14,176
14,0,1,26,176
23,-2,1,8,176
-24,20,1,28,176
-22,3,1,4,176
5,2,1,11,176
-15,-10,1,20,176
24,-17,1,1,176
15,4,1,16,176
7,-16,1,18,176
19,8,1,9,176
6,-22,1,6,176
-2,3,1,15,176
16,-23,1,0,176
-22,9,1,27,176
-16,-11,1,20,177
-8,-2,1,12,177
-12,23,1,5,177
-21,16,1,19,177
10,-25,1,2,177
-1,14,1,25,177
-7,-25,1,17,177
16,-24,1,0,177
-23,9,1,27,177
-7,1,1,24,177
15,-1,1,26,177
24,-2,1,8,177
-20,-12,1,3,177
-18,25,1,7,177
11,17,1,22,177
19,8,1,9,177
4,2,1,11,177
-1,2,1,15,177
-24,19,1,28,177
24,-21,1,21,177
-3,13,1,10,177
7,-16,1,18,177
-24,17,1,14,177
16,-6,1,29,177
0,20,1,23,177
24,-16,1,1,177
-22,2,1,4,177
15,5,1,16,177
16,6,1,13,177
6,-21,1,6,177
-1,2,1,15,178
-24,9,1,27,178
-24,18,1,28,178
17,-25,1,0,178
25,-2,1,8,178
-2,14,1,10,178
1,21,1,23,178
-8,1,1,24,178
15,6,1,13,178
6,-20,1,6,178
-13,23,1,5,178
-19,-12,1,3,178
15,-7,1,29,178
23,-21,1,21,178
10,-26,1,2,178
24,-15,1,1,178
-9,-2,1,12,178
-23,2,1,4,178
12,16,1,22,178
6,-15,1,18,178
-21,15,1,19,178
-2,14,1,25,178
-7,-24,1,17,178
15,-2,1,26,178
-25,17,1,14,178
3,2,1,11,178
20,7,1,9,178
-16,-12,1,20,178
14,6,1,16,178
-19,24,1,7,178
15,-8,1,29,179
-19,24,1,7,179
-1,14,1,10,179
14,6,1,13,179
5,-15,1,18,179
-8,-23,1,17,179
-21,14,1,19,179
24,-3,1,8,179
2,21,1,23,179
-23,1,1,4,179
2,1,1,11,179
-25,16,1,14,179
-10,-3,1,12,179
14,7,1,16,179
-3,15,1,25,179
13,17,1,22,179
22,-21,1,21,179
0,1,1,15,179
-24,8,1,27,179
16,-2,1,26,179
10,-25,1,2,179
20,6,1,9,179
-14,23,1,5,179
17,-26,1,0,179
-18,-12,1,3,179
24,-15,1,1,179
-8,2,1,24,179
6,-19,1,6,179
-17,-13,1,20,179
-25,18,1,28,179
15,-9,1,29,180
-15,23,1,5,180
1,1,1,15,180
-20,25,1,7,180
4,-16,1,18,180
16,-26,1,0,180
-18,-13,1,3,180
17,-3,1,26,180
14,8,1,16,180
-10,-4,1,12,180
-25,7,1,27,180
2,22,1,23,180
-24,1,1,4,180
-4,15,1,25,180
-24,16,1,14,180
-24,18,1,28,180
19,5,1,9,180
-21,13,1,19,180
-2,15,1,10,180
-18,-13,1,20,180
2,0,1,11,180
21,-21,1,21,180
23,-4,1,8,180
13,7,1,13,180
14,16,1,22,180
24,-16,1,1,180
-9,-23,1,17,180
10,-24,1,2,180
6,-18,1,6,180
-9,3,1,24,180
19,4,1,9,181
1,0,1,11,181
-23,18,1,28,181
13,8,1,13,181
15,16,1,22,181
4,-17,1,18,181
-17,-13,1,3,181
-21,25,1,7,181
-15,24,1,5,181
21,-20,1,21,181
-2,16,1,10,181
6,-17,1,6,181
16,-25,1,0,181
-25,0,1,4,181
18,-3,1,26,181
23,-5,1,8,181
-23,15,1,14,181
-9,-22,1,17,181
10,-23,1,2,181
24,-17,1,1,181
3,23,1,23,181
-19,-13,1,20,181
13,9,1,16,181
-9,4,1,24,181
14,-10,1,29,181
2,1,1,15,181
-21,12,1,19,181
-11,-5,1,12,181
-25,6,1,27,181
-4,16,1,25,181
23,-6,1,8,182
-25,7,1,27,182
-12,-5,1,12,182
19,-3,1,26,182
-26,0,1,4,182
-9,5,1,24,182
-5,17,1,25,182
9,-22,1,2,182
0,-1,1,11,182
15,-25,1,0,182
-22,12,1,19,182
-16,-14,1,3,182
4,-18,1,18,182
13,-10,1,29,182
-20,-13,1,20,182
4,23,1,23,182
-9,-21,1,17,182
6,-16,1,6,182
-22,15,1,14,182
12,9,1,13,182
23,-18,1,1,182
18,4,1,9,182
16,15,1,22,182
20,-20,1,21,182
3,2,1,15,182
-16,24,1,5,182
13,9,1,16,182
-23,19,1,28,182
-20,24,1,7,182
-3,17,1,10,182
13,10,1,16,183
-21,14,1,14,183
8,-22,1,2,183
4,-19,1,18,183
-8,6,1,24,183
-15,-14,1,3,183
17,4,1,9,183
12,10,1,13,183
22,-19,1,1,183
-26,8,1,27,183
-21,-12,1,20,183
12,-10,1,29,183
19,-20,1,21,183
-4,18,1,25,183
-17,24,1,5,183
6,-15,1,6,183
-9,-20,1,17,183
4,2,1,15,183
-22,19,1,28,183
-13,-5,1,12,183
-26,1,1,4,183
4,22,1,23,183
-4,17,1,10,183
17,15,1,22,183
-1,-1,1,11,183
-19,24,1,7,183
-22,11,1,19,183
22,-6,1,8,183
14,-25,1,0,183
20,-4,1,26,183
11,10,1,13,184
-26,2,1,4,184
13,-25,1,0,184
4,3,1,15,184
-19,23,1,7,184
-14,-13,1,3,184
18,-20,1,21,184
-5,18,1,10,184
11,-11,1,29,184
18,15,1,22,184
12,11,1,16,184
-21,13,1,14,184
-8,7,1,24,184
-1,-2,1,11,184
-18,24,1,5,184
21,-4,1,26,184
8,-21,1,2,184
5,22,1,23,184
16,4,1,9,184
22,-7,1,8,184
-4,19,1,25,184
-22,10,1,19,184
3,-20,1,18,184
-21,20,1,28,184
5,-14,1,6,184
-8,-19,1,17,184
-25,7,1,27,184
22,-19,1,1,184
-14,-5,1,12,184
-22,-12,1,20,184
-24,7,1,27,185
7,-21,1,2,185
19,14,1,22,185
-19,22,1,7,185
-7,8,1,24,185
-26,3,1,4,185
-2,-3,1,11,185
11,11,1,13,185
6,21,1,23,185
-13,-12,1,3,185
-8,-18,1,17,185
-21,21,1,28,185
3,-21,1,18,185
-23,-12,1,20,185
5,-13,1,6,185
-5,19,1,10,185
12,12,1,16,185
11,-11,1,29,185
15,3,1,9,185
-21,12,1,14,185
21,-20,1,1,185
-22,9,1,19,185
-4,20,1,25,185
12,-25,1,0,185
5,4,1,15,185
22,-8,1,8,185
-19,23,1,5,185
21,-4,1,26,185
17,-19,1,21,185
-15,-4,1,12,185
-25,2,1,4,186
-19,21,1,7,186
-19,22,1,5,186
7,21,1,23,186
-20,11,1,14,186
11,-26,1,0,186
15,3,1,9,186
-8,-17,1,17,186
-13,-11,1,3,186
17,-18,1,21,186
23,-9,1,8,186
22,-4,1,26,186
-24,-13,1,20,186
-6,8,1,24,186
12,13,1,16,186
-4,21,1,25,186
10,-12,1,29,186
-23,6,1,27,186
19,14,1,22,186
3,-22,1,18,186
-21,22,1,28,186
20,-20,1,1,186
11,12,1,13,186
-23,8,1,19,186
-15,-3,1,12,186
6,-20,1,2,186
-6,19,1,10,186
6,4,1,15,186
5,-12,1,6,186
-3,-3,1,11,186
-19,11,1,14,187
8,22,1,23,187
-7,19,1,10,187
-8,-16,1,17,187
-20,20,1,7,187
-13,-10,1,3,187
7,5,1,15,187
-24,1,1,4,187
-24,7,1,19,187
-16,-2,1,12,187
-21,23,1,28,187
12,-25,1,0,187
20,13,1,22,187
-20,21,1,5,187
-25,-13,1,20,187
11,13,1,13,187
19,-20,1,1,187
9,-12,1,29,187
14,2,1,9,187
23,-4,1,26,187
6,-19,1,2,187
18,-17,1,21,187
-5,21,1,25,187
23,-10,1,8,187
-4,-3,1,11,187
3,-22,1,18,187
-22,6,1,27,187
-6,9,1,24,187
5,-11,1,6,187
11,14,1,16,187
-5,10,1,24,188
8,5,1,15,188
18,-16,1,21,188
12,-24,1,0,188
-8,19,1,10,188
5,-11,1,6,188
-22,23,1,28,188
-25,-14,1,20,188
-6,21,1,25,188
-8,-15,1,17,188
24,-3,1,26,188
10,15,1,16,188
-25,7,1,19,188
20,12,1,22,188
-13,-10,1,3,188
-24,0,1,4,188
-19,20,1,5,188
-19,12,1,14,188
18,-19,1,1,188
8,-11,1,29,188
5,-19,1,2,188
9,23,1,23,188
-22,5,1,27,188
10,14,1,13,188
2,-23,1,18,188
-5,-2,1,11,188
24,-11,1,8,188
-16,-2,1,12,188
-20,20,1,7,188
14,1,1,9,188
-13,-9,1,3,189
-18,13,1,14,189
-7,-14,1,17,189
-9,19,1,10,189
-22,24,1,28,189
17,-19,1,1,189
-6,-2,1,11,189
4,-18,1,2,189
19,-15,1,21,189
7,-11,1,29,189
-19,19,1,5,189
-7,21,1,25,189
2,-24,1,18,189
20,11,1,22,189
-4,10,1,24,189
-24,-14,1,20,189
-21,4,1,27,189
10,15,1,13,189
24,-2,1,26,189
14,0,1,9,189
9,5,1,15,189
24,-12,1,8,189
4,-10,1,6,189
-21,19,1,7,189
-25,7,1,19,189
13,-23,1,0,189
10,23,1,23,189
10,15,1,16,189
-23,0,1,4,189
-17,-2,1,12,189
9,16,1,16,190
-18,19,1,5,190
6,-11,1,29,190
4,-17,1,2,190
-10,19,1,10,190
-7,-13,1,17,190
